player_name,team_name,position,accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,id,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totalAppearances,touches,wasFouled,yellowCards,yellowRedCards
Matz Sels,Nottingham Forest,G,28,0,0,36,141,31.54362416,111,285,396,56.09065156,5,83.33333333,1,28,0,0,0,180,0,0,0,7,24,0,0,0,1,2,2,1,0.09254503,,0,0,0,176,0,0,0.1394,6,85.71428571,0,14,0,2143734,310,0,1,0,27,2397,0,0,0,0,0,0,0,5,0,1,0,314,0,11,6.792857143,0,0,14,53,29,82,1,22,0,0,0,0,0,0,0,0,0,14,1,1,100,1,69,0,0,11,84.61538462,447,372,334,706,0,1,934,5,2,0
Luca Netz,Nottingham Forest,D,1,0,0,8,3,37.5,15,26,41,78.84615385,0,0,5,4,0,0,0,11,0,0,0,0,5,0,0,0,2,12,0,0,0.38376172,,4,0,0,0,0,0,,9,56.25,0,0,0,2658650,11,1,0,0,1,161,0,2,0,0,0,0,0,0,0,0,0,17,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,7,5,71.42857143,0,2,2,2,9,42.85714286,8,18,34,52,0,0,88,1,0,0
Oleksandr Zinchenko,Nottingham Forest,D,10,1,5.555555556,80,8,53.33333333,149,82,231,90.58823529,4,40,6,5,0,0,0,17,1,0,2,0,11,0,0,1,9,18,0,0,0.36348077,0.0763,1,0,0,0,0,0,,12,50,0,0,0,2290693,24,2,5,0,4,353,1,1,0,0,0,0,0,0,0,0,0,48,0,0,6.74,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,1,50,0,10,6,60,5,17,2,18,16,47.05882353,15,167,88,255,4,0,359,2,0,0
Lorenzo Lucca,Nottingham Forest,F,0,0,0,2,0,0,4,2,6,46.15384615,4,50,4,3,0,0,0,1,0,1,0,0,3,0,0,2,0,7,0,0,0.0123707,0.7157,1,0,33.33333333,0,1,1,,2,40,1,0,0,2658652,7,1,1,0,1,120,1,0,0,0,0,0,0,0,0,0,0,13,0,0,6.733333333,0,0,0,0,0,0,0,0,120,0,0,3,0,2,1,0,0,0,0,0,0,1,1,0,0,6,46.15384615,0,10,3,13,3,0,29,2,0,0
Omari Hutchinson,Nottingham Forest,M,20,25,19.84126984,173,10,43.47826087,275,119,394,83.12236287,5,17.24137931,24,28,4,0,0,78,6,2,7,3,8,0,0,27,16,117,1,1,3.27711381,1.8473,20,0,4.166666667,0,1,5,,81,46.55172414,0,0,0,2168611,80,10,27,1,15,1520,7,0,0,0,0,0,0,0,0,0,1,284,13,0,6.72962963,0,0,0,0,0,0,0,0,1520,0,0,16,8,6,11,40,56.33802817,0,19,10,52.63157895,27,33,71,126,86,42.36453202,23,335,139,474,24,0,903,23,1,0
Jair,Nottingham Forest,D,2,0,0,8,4,23.52941176,37,94,131,79.39393939,4,66.66666667,2,6,0,0,0,6,0,0,2,0,21,0,0,1,2,5,0,0,0.01158451,0.1555,0,0,0,3,0,0,,10,76.92307692,0,0,0,2342436,34,4,0,0,4,357,0,2,0,0,0,0,0,0,0,0,0,39,0,0,6.716666667,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,100,0,5,3,60,0,7,1,1,14,73.68421053,17,58,107,165,2,0,215,4,0,0
Ryan Yates,Nottingham Forest,M,4,2,50,51,4,33.33333333,84,94,178,78.07017544,17,65.38461538,9,20,2,0,0,15,0,1,2,0,20,0,0,6,4,31,0,0,0.25322146,0.2239,12,0,0,0,0,2,,27,55.10204082,0,0,0,2143716,50,9,4,0,2,559,0,3,0,0,0,0,0,0,0,0,0,67,3,0,6.7,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,50,0,14,9,64.28571429,4,9,2,4,44,58.66666667,12,119,109,228,5,0,332,12,2,0
Taiwo Awoniyi,Nottingham Forest,F,1,0,0,14,0,0,25,15,40,76.92307692,8,19.51219512,33,14,1,0,0,13,2,2,1,0,4,0,0,4,4,50,0,0,0.40075519,3.0777,7,0,33.33333333,0,4,5,,7,29.16666667,1,0,0,2375243,12,1,4,1,2,381,4,1,0,0,0,0,0,0,0,0,1,46,3,0,6.664285714,0,2,0,0,0,0,0,0,95.25,0,0,11,1,4,7,2,50,0,1,1,100,4,4,4,1,15,23.07692308,0,36,16,52,12,1,122,4,1,0
Chris Wood,Nottingham Forest,F,2,0,0,31,1,50,53,30,83,70.33898305,21,42.85714286,28,12,0,0,0,10,0,3,0,0,8,0,0,2,4,40,0,1,0.15921277,3.6034,5,0,15,0,3,3,,7,36.84210526,0,0,1,2143750,35,1,4,2,9,757,4,4,0,0,0,0,0,0,0,0,0,57,3,0,6.658333333,0,1,0,0,0,0,0,0,252.3333333,0,0,19,1,12,8,1,50,0,1,1,100,4,7,2,1,28,41.17647059,2,81,37,118,20,2,189,5,0,0
Dan Ndoye,Nottingham Forest,M,2,9,21.42857143,99,7,53.84615385,160,61,221,78.36879433,11,44,14,24,1,0,0,50,2,1,4,0,12,0,0,19,12,80,0,0,1.53736363,1.0617,16,0,6.666666667,0,1,2,,58,46.77419355,1,0,0,2143706,61,10,14,0,14,1176,9,2,0,0,0,0,0,0,0,0,0,179,4,0,6.640909091,0,0,0,0,0,0,0,0,1176,0,0,10,5,7,4,13,39.39393939,0,23,13,56.52173913,14,12,33,42,69,46.30872483,13,202,80,282,15,0,555,22,1,0
Nicolò Savona,Nottingham Forest,D,6,8,29.62962963,79,13,27.65957447,141,173,314,78.69674185,7,58.33333333,5,14,0,0,0,27,1,0,1,3,29,0,0,2,15,36,0,0,0.43882839,1.3398,12,0,40,0,2,2,,27,46.55172414,0,0,0,2260077,85,4,7,1,11,1026,1,3,0,0,0,0,0,0,0,0,0,147,1,0,6.6,0,1,0,0,0,0,0,0,513,0,0,5,0,1,3,2,40,0,20,12,60,7,28,5,27,34,48.57142857,47,200,199,399,5,1,637,5,2,0
Jota Silva,Nottingham Forest,F,0,0,0,1,0,0,2,0,2,100,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.00125608,,0,0,0,0,0,0,,3,100,0,0,0,2143728,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,50,0,0,0,1,3,75,0,2,0,2,0,0,8,1,0,0
Igor Jesus,Nottingham Forest,F,11,3,33.33333333,98,9,81.81818182,197,79,276,72.63157895,80,39.408867,123,34,4,0,0,50,5,3,27,1,28,0,0,38,6,221,0,1,1.22831364,6.1563,38,0,9.677419355,0,6,10,,65,39.87730061,2,0,2,2143714,104,3,13,0,25,2063,11,4,0,0,1,0,100,0,1,0,0,262,16,0,6.585294118,0,4,0,0,0,0,0,0,343.8333333,0,0,55,7,18,17,9,28.125,0,21,14,66.66666667,13,17,32,9,145,39.61748634,11,286,94,380,62,0,765,36,1,0
Dilane Bakwa,Nottingham Forest,M,0,7,21.875,55,1,20,84,40,124,77.98742138,1,33.33333333,2,12,2,0,0,26,2,1,1,0,2,0,0,5,5,33,0,0,0.97341011,0.5119,9,0,0,0,0,2,,22,41.50943396,0,0,0,2260075,35,0,10,0,5,468,0,1,0,0,0,0,0,0,0,0,0,90,2,0,6.509090909,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,6,33.33333333,0,4,3,75,10,6,18,32,23,41.07142857,5,110,49,159,8,0,277,12,1,0
James McAtee,Nottingham Forest,M,4,0,0,30,2,50,62,26,88,88,1,16.66666667,5,11,0,0,0,12,0,0,2,0,3,0,0,9,3,25,0,0,0.25620547,0.125,4,0,0,0,0,0,,13,39.39393939,0,0,0,2168613,12,3,4,0,2,279,1,1,0,0,0,0,0,0,0,0,0,39,2,0,6.5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,42.85714286,0,5,3,60,4,4,7,8,14,35.8974359,4,70,30,100,3,0,164,5,1,0
Angus Gunn,Nottingham Forest,G,0,0,0,1,6,31.57894737,6,0,6,31.57894737,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0.00136763,,0,0,0,8,0,0,,0,0,0,1,0,2623371,13,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,13,0,1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,1,19,0,0,21,0,0,0
Arnaud Kalimuendo,Nottingham Forest,F,0,0,0,12,0,0,20,4,24,82.75862069,4,57.14285714,3,9,0,0,0,4,0,1,3,0,1,0,0,1,0,7,0,0,0.02799746,0.4401,2,0,0,0,0,0,,1,20,0,0,0,2168610,5,0,1,0,0,106,1,0,0,0,0,0,0,0,0,0,0,12,2,0,6.4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,100,1,1,1,2,5,41.66666667,0,24,5,29,4,0,46,0,0,0
Zach Abbott,Nottingham Forest,D,2,1,33.33333333,9,1,12.5,16,28,44,70.96774194,6,75,2,3,0,0,0,10,0,0,0,0,7,0,0,2,0,8,0,0,0.01137657,,3,0,0,0,0,0,,6,50,0,0,0,2518830,18,1,0,0,2,165,0,1,0,0,0,1,0,0,0,0,0,34,1,0,6.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,0,4,4,100,0,7,3,3,12,60,8,30,32,62,0,0,107,1,0,0
John Victor,Nottingham Forest,G,2,0,0,7,30,38.96103896,24,59,83,63.84615385,0,0,0,5,0,0,0,26,0,0,0,1,4,0,0,0,0,0,1,0,0.00893422,,0,0,0,31,0,0,-2.9632,0,0,0,1,0,2534966,47,0,0,0,5,438,0,0,0,0,0,0,0,1,0,0,0,50,0,3,6.28,0,0,3,6,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,77,66,64,130,0,0,151,0,1,0
Cristian Romero,Tottenham Hotspur,D,37,0,0,104,47,48.95833333,316,669,985,87.32269504,73,71.56862745,29,23,1,0,0,88,4,1,2,4,94,0,1,6,11,79,1,2,1.25647725,1.3103,32,0,23.52941176,16,4,5,,82,62.12121212,3,0,0,2136808,143,30,12,0,22,1872,1,14,0,1,0,0,0,0,0,0,0,170,2,0,7.108695652,2,1,0,0,0,0,0,0,468,0,0,16,1,9,6,8,80,0,58,29,50,11,64,10,1,155,66.23931624,96,412,716,1128,17,4,1446,16,9,1
João Palhinha,Tottenham Hotspur,M,46,0,0,114,35,39.3258427,317,409,726,81.02678571,32,59.25925926,22,30,2,0,0,75,1,0,11,3,50,0,0,23,21,101,0,1,0.62843746,2.0131,23,0,15.38461538,0,4,6,,137,63.42592593,0,0,1,2136770,170,25,6,0,20,1949,0,11,0,0,0,0,0,0,0,0,0,239,4,0,7.013333333,0,4,0,0,0,0,0,0,487.25,0,0,13,13,7,8,7,36.84210526,0,100,58,58,6,88,19,4,169,62.59259259,89,426,470,896,26,2,1305,30,6,0
Ben Davies,Tottenham Hotspur,D,4,2,66.66666667,13,5,62.5,26,30,56,86.15384615,4,57.14285714,3,3,0,0,0,5,0,0,0,0,8,0,0,1,0,6,0,0,0.08703464,0.4917,2,0,50,0,1,1,,5,62.5,0,0,0,2534964,9,1,1,1,2,138,0,1,0,0,0,0,0,0,0,0,0,16,0,0,6.9,0,0,0,0,0,0,0,0,138,0,0,2,0,0,2,0,0,0,5,4,80,1,4,0,3,9,60,8,31,34,65,2,0,105,0,1,0
Pedro Porro,Tottenham Hotspur,D,109,49,23.00469484,339,122,44.68864469,558,427,985,74.06015038,19,46.34146341,22,31,2,0,0,121,6,0,7,8,96,0,0,7,37,114,0,5,3.4749821,0.9125,28,0,3.571428571,0,1,3,,105,53.29949239,1,0,0,2136788,345,26,46,0,29,2528,1,9,0,2,0,0,0,0,0,0,0,600,9,0,6.883870968,0,0,0,0,0,0,0,0,2528,0,5,12,16,14,7,15,42.85714286,0,66,43,65.15151515,44,227,35,213,124,52.10084034,273,799,531,1330,28,0,2193,24,8,0
Xavi Simons,Tottenham Hotspur,M,36,14,26.92307692,258,36,62.06896552,424,241,665,82.91770574,12,32.43243243,25,28,5,0,0,87,7,3,17,1,12,0,1,30,18,127,0,2,3.85891022,3.0822,21,0,4.761904762,0,2,7,,106,50.96153846,0,0,2,2262340,137,15,35,0,19,1769,0,1,0,1,0,0,0,0,0,0,0,310,21,0,6.882142857,1,2,0,0,0,0,0,0,884.5,0,3,18,24,15,10,28,42.42424242,0,34,21,61.76470588,34,57,66,52,118,48.16326531,58,528,274,802,42,2,1255,44,5,0
Mohammed Kudus,Tottenham Hotspur,M,17,28,22.95081967,178,19,70.37037037,266,114,380,85.58558559,11,37.93103448,18,19,5,0,0,95,3,3,10,2,6,0,0,54,12,156,0,1,2.4015259,1.9301,23,0,7.692307692,0,2,7,,96,41.02564103,0,0,1,2136802,64,3,25,2,19,1545,10,0,0,2,0,0,0,0,0,0,0,331,12,0,6.863157895,0,0,0,0,0,0,0,0,772.5,0,2,16,10,7,9,52,50.98039216,0,29,19,65.51724138,23,25,102,122,107,40.68441065,27,313,131,444,26,1,931,15,3,0
Richarlison,Tottenham Hotspur,F,7,0,0,87,10,66.66666667,122,46,168,62.4535316,55,38.19444444,89,29,4,0,0,54,4,6,13,3,46,0,0,27,11,166,0,1,1.25857796,6.9719,21,0,19.23076923,0,10,14,,62,44.60431655,3,0,1,2136818,101,5,17,1,17,1704,8,2,0,0,0,0,0,0,0,0,0,228,11,0,6.855172414,0,6,0,0,0,0,0,0,170.4,0,0,47,5,16,23,9,33.33333333,0,25,15,60,17,13,27,16,117,41.34275618,15,197,72,269,52,2,634,30,5,0
Guglielmo Vicario,Tottenham Hotspur,G,47,0,0,32,157,31.21272366,97,621,718,67.04014939,12,92.30769231,1,31,0,0,0,247,0,0,0,7,37,0,0,0,1,2,2,1,0.06331213,,0,0,0,130,0,0,-5.2214,4,80,0,21,0,2136786,353,0,1,0,31,2790,0,0,0,0,0,0,0,2,0,0,0,361,0,19,6.84516129,0,0,27,62,21,83,2,23,0,0,0,0,0,0,0,0,0,27,1,1,100,1,86,0,0,16,88.88888889,503,382,689,1071,0,1,1365,3,1,0
Kevin Danso,Tottenham Hotspur,D,25,0,0,58,31,37.80487805,193,474,667,86.39896373,65,65.65656566,34,21,0,0,0,41,1,0,3,3,113,0,0,3,8,64,1,1,0.23917611,0.3508,18,0,0,5,0,0,,36,54.54545455,0,0,1,2162742,105,17,2,0,14,1237,0,11,0,0,0,0,0,0,0,0,0,169,0,0,6.842105263,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,1,50,0,25,11,44,2,53,2,7,101,61.21212121,82,261,511,772,6,1,1061,10,7,0
Dominic Solanke,Tottenham Hotspur,F,3,0,0,55,2,33.33333333,75,42,117,74.05063291,20,32.78688525,41,15,0,0,0,34,1,3,6,0,11,0,0,13,5,83,0,1,0.35023786,2.4299,12,0,15,0,3,3,,44,51.1627907,0,0,0,2136804,41,3,6,1,11,1000,3,2,0,0,0,0,0,0,0,0,0,111,7,0,6.82,0,2,0,0,0,0,0,0,333.3333333,0,0,19,1,3,11,13,50,0,22,16,72.72727273,6,5,26,2,64,43.53741497,6,107,51,158,20,1,341,9,1,0
Pape Matar Sarr,Tottenham Hotspur,M,13,1,14.28571429,149,20,60.60606061,287,240,527,85,27,41.53846154,38,24,3,0,0,76,2,1,7,3,46,0,0,17,10,98,0,2,1.06996275,1.5385,27,0,12.5,0,2,5,,58,49.15254237,2,0,0,2136814,93,17,8,0,13,1360,3,10,0,0,0,0,0,0,0,0,0,147,5,0,6.817391304,0,0,0,0,0,0,0,0,680,0,0,8,8,3,6,12,60,0,33,21,63.63636364,8,23,20,7,85,46.44808743,33,349,271,620,16,1,885,13,2,0
Micky van de Ven,Tottenham Hotspur,D,23,0,0,105,65,44.52054795,402,1040,1442,89.7882939,42,46.66666667,48,32,1,0,0,109,1,1,3,7,121,0,1,5,9,88,1,1,0.35934077,2.4957,23,0,26.66666667,108,4,5,,65,61.9047619,2,0,0,2136806,164,21,6,1,32,2773,2,21,0,0,0,1,0,0,0,0,0,197,0,0,6.740625,1,1,0,0,0,0,0,0,693.25,0,0,13,2,6,6,9,69.23076923,0,37,18,48.64864865,6,58,13,3,107,54.87179487,146,500,1106,1606,15,2,1955,19,8,0
Rodrigo Bentancur,Tottenham Hotspur,M,10,1,14.28571429,136,17,43.58974359,347,404,751,85.53530752,28,41.79104478,39,23,1,0,0,113,1,1,3,5,45,0,0,7,8,81,0,1,0.79071866,0.527,17,0,9.090909091,0,1,2,,66,61.11111111,0,0,0,2136810,127,29,9,0,20,1639,1,7,0,0,0,1,0,0,0,0,0,175,5,0,6.72173913,0,1,0,0,0,0,0,0,1639,0,0,5,6,5,3,16,61.53846154,0,46,29,63.04347826,9,25,26,7,94,53.71428571,39,433,445,878,11,0,1151,4,7,0
Mathys Tel,Tottenham Hotspur,F,8,22,28.94736842,86,11,52.38095238,138,77,215,77.0609319,13,29.54545455,31,28,1,0,0,63,3,3,8,0,10,0,0,32,9,123,1,0,1.94032096,2.1059,15,0,10.34482759,0,3,4,,73,44.24242424,0,0,1,2136780,64,4,24,0,10,1110,3,1,0,0,0,0,0,0,0,0,0,237,8,0,6.7,0,3,0,0,0,0,0,0,370,0,0,19,10,14,7,36,49.31506849,0,18,10,55.55555556,24,16,73,76,86,41.14832536,21,189,90,279,29,0,639,19,1,0
Jun'ai Byfield,Tottenham Hotspur,D,0,0,0,2,0,0,4,0,4,80,1,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00266754,,0,0,0,0,0,0,,0,0,0,0,0,2623648,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,5,0,5,0,0,7,0,0,0
Conor Gallagher,Tottenham Hotspur,M,10,5,27.77777778,88,14,60.86956522,185,141,326,83.37595908,7,35,13,13,1,0,0,56,1,2,1,0,4,0,0,8,12,54,0,1,0.626534,0.6484,18,0,14.28571429,0,1,2,,44,51.76470588,0,0,0,2597017,65,16,11,0,11,934,1,4,0,0,0,0,0,0,0,0,0,115,14,0,6.684615385,0,1,0,0,0,0,0,0,934,0,0,5,2,3,3,10,66.66666667,0,16,12,75,11,17,15,18,51,48.57142857,23,230,161,391,7,0,565,19,2,0
Lucas Bergvall,Tottenham Hotspur,M,10,3,15.78947368,84,10,55.55555556,139,105,244,82.15488215,4,22.22222222,14,22,3,0,0,39,0,1,1,0,13,0,0,7,9,63,1,0,0.43007332,1.3424,24,0,9.090909091,0,1,4,,43,46.73913043,1,0,0,2136824,53,2,5,0,11,970,3,2,0,0,0,0,0,0,0,0,0,128,4,0,6.61,0,0,0,0,0,0,0,0,970,0,0,9,2,5,5,14,60.86956522,0,22,14,63.63636364,5,16,23,19,47,42.72727273,18,182,115,297,11,1,483,7,2,0
Wilson Odobert,Tottenham Hotspur,F,5,8,28.57142857,137,6,66.66666667,220,56,276,84.92307692,5,29.41176471,12,24,2,0,0,54,2,4,4,0,13,0,0,21,3,55,0,1,1.22273443,1.9016,2,0,0,0,0,2,,44,50.57471264,0,0,1,2136794,49,1,20,0,10,990,2,0,0,0,0,0,0,0,0,0,0,141,7,0,6.604166667,0,0,0,0,0,0,0,0,0,0,0,14,8,10,8,24,58.53658537,0,10,9,90,20,8,41,28,49,47.11538462,9,254,71,325,22,0,539,10,0,0
Callum Olusesi,Tottenham Hotspur,M,1,0,0,4,1,100,7,1,8,100,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00532838,,0,0,0,0,0,0,,0,0,0,0,0,2738019,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,1,8,0,0,9,0,0,0
Archie Gray,Tottenham Hotspur,M,24,4,33.33333333,108,21,40.38461538,225,221,446,83.05400372,9,36,16,23,2,0,0,57,3,0,3,2,43,0,0,17,1,54,1,0,1.17637384,1.4754,12,0,18.18181818,0,2,4,,20,34.48275862,1,0,0,2136792,91,17,8,0,18,1492,0,4,0,0,0,0,0,0,0,0,0,149,2,0,6.595454545,0,1,0,0,0,0,0,0,746,0,0,8,3,3,5,7,46.66666667,0,11,8,72.72727273,8,52,15,12,29,34.93975904,52,287,250,537,11,0,761,2,5,0
Yves Bissouma,Tottenham Hotspur,M,2,0,0,44,1,14.28571429,141,137,278,87.97468354,5,62.5,3,11,0,0,0,31,0,0,1,0,14,0,0,4,2,19,1,0,0.12033452,0.3554,8,0,0,0,0,0,,27,62.79069767,0,0,0,2597019,38,9,0,0,7,605,0,3,0,0,0,0,0,0,0,0,0,51,0,0,6.590909091,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,3,60,0,18,11,61.11111111,0,10,5,1,32,62.74509804,7,170,146,316,5,0,408,6,4,0
Djed Spence,Tottenham Hotspur,D,20,10,21.27659574,198,33,41.25,370,314,684,81.62291169,21,46.66666667,24,27,0,0,0,104,4,2,3,7,52,0,0,26,10,124,2,4,1.76364664,0.8803,25,0,0,0,0,0,,90,47.36842105,0,0,0,2136812,154,17,10,0,22,1946,4,3,0,0,0,0,0,0,0,0,0,337,7,0,6.580769231,0,0,0,0,0,0,0,0,0,0,0,6,6,2,7,30,42.25352113,0,42,26,61.9047619,10,52,71,47,111,47.23404255,80,472,366,838,12,0,1409,18,4,0
Antonín Kinský,Tottenham Hotspur,G,8,0,0,4,24,30.37974684,15,69,84,60.43165468,3,100,0,4,0,0,0,20,0,0,0,1,8,0,0,0,0,0,0,0,0.00480982,,0,0,0,10,0,0,-1.4908,1,100,0,1,0,2817663,55,0,0,0,4,360,0,0,0,0,0,0,0,0,0,0,0,55,0,3,6.55,0,0,2,3,1,4,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,0,0,4,100,79,66,73,139,0,0,161,1,0,0
Destiny Udogie,Tottenham Hotspur,D,10,5,22.72727273,130,4,22.22222222,241,181,422,85.59837728,7,36.84210526,12,17,1,0,0,59,2,0,1,0,20,0,0,12,10,59,0,1,0.7232117,0.167,14,0,0,0,0,1,,47,50,0,0,0,2190409,71,6,12,0,11,1098,3,4,0,0,0,0,0,0,0,0,0,142,1,0,6.529411765,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,5,31.25,0,24,15,62.5,12,16,16,22,54,47.78761062,18,285,208,493,3,0,756,19,3,0
Randal Kolo Muani,Tottenham Hotspur,F,3,7,53.84615385,102,3,37.5,145,54,199,70.81850534,24,33.8028169,47,27,1,0,0,60,1,7,5,0,18,0,0,27,13,158,0,0,1.54798351,2.1596,37,0,5.263157895,0,1,2,,67,37.64044944,0,0,1,2378097,82,3,19,0,19,1494,3,1,0,1,0,0,0,0,0,0,0,222,11,0,6.488888889,0,1,0,0,0,0,0,0,1494,0,0,17,2,10,4,23,39.65517241,0,27,16,59.25925926,18,5,58,13,91,36.54618474,8,210,71,281,19,0,586,17,3,0
Radu Drăguşin,Tottenham Hotspur,D,3,0,0,11,6,19.35483871,45,141,186,78.1512605,17,60.71428571,11,9,0,0,0,14,0,0,1,0,43,0,0,2,3,24,2,1,0.02106572,0.3225,9,0,0,20,0,0,,7,35,0,0,0,2551821,52,16,0,0,5,529,0,8,0,0,0,0,0,0,0,0,0,69,1,0,6.4875,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,100,0,5,2,40,0,14,1,3,24,50,31,79,159,238,4,0,343,1,0,0
Dane Scarlett,Tottenham Hotspur,F,0,1,100,0,0,0,0,2,2,50,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0.0062345,,1,0,0,0,0,0,,0,0,0,0,0,2573136,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,9,0,0,0
Souza,Tottenham Hotspur,D,0,0,0,6,0,0,13,12,25,92.59259259,0,0,1,4,0,0,0,3,0,0,0,0,4,0,0,1,3,10,0,0,0.03736284,0.0164,3,0,0,0,0,0,,2,18.18181818,0,0,0,2660354,2,2,3,0,2,144,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2,3,2,16.66666667,0,15,12,27,1,0,49,2,1,0
Mateus Fernandes,West Ham United,M,70,12,24,297,98,62.42038217,625,607,1232,87.56218905,17,48.57142857,18,33,3,0,0,167,3,0,9,4,31,0,0,30,38,147,0,4,2.57064354,1.2868,45,0,13.04347826,0,3,6,,166,56.27118644,1,0,1,2196312,175,33,32,0,32,2754,0,11,0,0,0,0,0,0,0,0,0,303,15,0,7.172727273,0,2,0,0,0,0,0,0,918,0,0,6,17,9,5,26,59.09090909,0,93,61,65.59139785,32,126,44,50,183,55.45454545,157,756,651,1407,23,1,1917,47,7,0
Jarrod Bowen,West Ham United,M,12,25,18.65671642,232,14,34.14634146,392,149,541,73.50543478,30,36.14457831,53,35,10,0,0,147,14,5,27,6,37,0,0,71,24,225,0,0,4.97570077,6.7669,19,0,10.81081081,0,8,18,,144,45.56962025,1,0,2,2137062,195,27,42,6,35,3135,17,6,0,0,1,0,100,0,1,0,0,532,23,0,7,0,1,0,0,0,0,0,0,391.875,0,1,54,20,22,25,52,46.42857143,0,46,27,58.69565217,42,40,112,134,174,43.60902256,41,550,186,736,74,1,1502,46,5,0
Crysencio Summerville,West Ham United,M,8,12,23.07692308,173,8,57.14285714,297,173,470,82.89241623,7,33.33333333,14,28,1,0,0,108,3,7,19,4,30,0,0,31,13,150,0,1,2.84096043,5.0168,47,0,9.803921569,0,5,6,,136,50,1,0,1,2196314,97,15,25,1,26,2210,6,3,0,0,0,0,0,0,0,0,1,296,13,0,6.982142857,0,3,0,0,0,0,0,0,442,0,0,38,13,17,15,39,44.82758621,0,38,21,55.26315789,25,15,87,52,143,48.80546075,14,369,198,567,51,3,1079,59,5,0
